Genename,ORF,beta
RPS27A,YKL156W,0.102956403
PRE2,YPR103W,0.103339925
SNU114,YKL173W,0.103533055
LYP1,YNL268W,0.104113288
SEC16,YPL085W,0.104135189
YMR074C,YMR074C,0.104145165
HHT1,YBR010W,0.104692286
YDL016C,YDL016C,0.104923333
EHT1,YBR177C,0.105688693
YPL113C,YPL113C,0.105792165
MTC4,YBR255W,0.106929706
RPN8,YOR261C,0.107105046
MFB1,YDR219C,0.107405831
FAA4,YMR246W,0.107441531
NGL3,YML118W,0.107580828
ACK1,YDL203C,0.108566722
MOT2,YER068W,0.108698017
NKP1,YDR383C,0.109010228
PSY1,PSY1,0.109176923
VCX1,YDL128W,0.109367701
ROT2,YBR229C,0.10958199
YCK2,YNL154C,0.11017337
SPC34,YKR037C,0.110267653
EDC2,YER035W,0.110300629
PNO1,YOR145C,0.110679383
PSD1,YNL169C,0.111599865
ECL1,YGR146C,0.1116514
CCL1,YPR025C,0.112439085
NUP49,YGL172W,0.112990647
AHP1,YLR109W,0.113038932
SRP1,YNL189W,0.113696796
CPR4,YCR069W,0.113706824
MDM32,YOR147W,0.113961113
YIL055C,YIL055C,0.114335375
YOL159C-A,YOL159C-A,0.1147007
IMA3,YIL172C,0.114895448
CNB1,YKL190W,0.114918867
CAF40,YNL288W,0.115256719
ADE16,YLR028C,0.115288837
AVT1,YJR001W,0.115622673
GCR1,YPL075W,0.115891778
SER3,YER081W,0.116149001
ROD1,YOR018W,0.116221479
CDC25,YLR310C,0.11690752
GGA1,YDR358W,0.117297726
MCM5,YLR274W,0.117520365
AIM9,YER080W,0.117686297
RPT3,YDR394W,0.118008996
NFS1,YCL017C,0.118091874
YML082W,YML082W,0.11830132
MSL5,YLR116W,0.118510962
YJL077W-B,YJL077W-B,0.118667431
MBR1,YKL093W,0.118674921
INP51,YIL002C,0.118968059
YCL049C,YCL049C,0.119027522
ARP5,YNL059C,0.119324019
YGL010W,YGL010W,0.120840696
YER158C,YER158C,0.120931804
PEX3,YDR329C,0.121062395
MTC6,YHR151C,0.121070327
PBP1,YGR178C,0.121109406
PST1,YDR055W,0.121291658
MCM1,YMR043W,0.121458118
PRE4,YFR050C,0.121575683
CHA4,YLR098C,0.122532344
RRD2,YPL152W,0.122698897
CSN12,CSN12,0.123293594
TUB4,YLR212C,0.123334135
SSH4,YKL124W,0.123441808
RPN1,YHR027C,0.123584419
AIM37,AIM37,0.124287942
POP1,YNL221C,0.124319285
YMR1,YJR110W,0.124470966
ENA2,YDR039C,0.125097408
RPB7,YDR404C,0.125888585
GYP6,YJL044C,0.12606116
CST9,YLR394W,0.126452722
FAD1,YDL045C,0.126507703
HAL5,YJL165C,0.126793364
RTC2,YBR147W,0.126926241
ELP4,YPL101W,0.127481453
DIN7,YDR263C,0.127552056
LSB6,YJL100W,0.12829678
TAF5,YBR198C,0.128404821
BUD7,YOR299W,0.1287122
YNL176C,YNL176C,0.128958879
IML2,YJL082W,0.130780384
YMR209C,YMR209C,0.130876672
MRS4,YKR052C,0.130961239
SHO1,YER118C,0.130961252
CTF4,YPR135W,0.131132763
MET16,YPR167C,0.131551834
NPR3,YHL023C,0.13181651
KIN1,YDR122W,0.131887966
NHP6A,YPR052C,0.132192637
YOL073C,YOL073C,0.132194041
VPS70,YJR126C,0.132194741
YDL012C,YDL012C,0.132718972
NDD1,YOR372C,0.13301051
GPI2,YPL076W,0.133213728
YKR051W,YKR051W,0.133343026
RPN10,YHR200W,0.133739191
HRP1,YOL123W,0.133866093
SNC2,YOR327C,0.134458007
RPH1,YER169W,0.134931041
HEM14,YER014W,0.136831604
RDI1,YDL135C,0.137324552
MAD1,YGL086W,0.137544116
YJL144W,YJL144W,0.137989134
IES1,YFL013C,0.138123949
EXO5,YBR163W,0.138152159
CAB2,YIL083C,0.13831697
MSP1,YGR028W,0.138543919
YMR031C,YMR031C,0.1386131
YOR015W,YOR015W,0.138772225
OSH7,YHR001W,0.139287967
UPS1,YLR193C,0.139302493
ISW2,YOR304W,0.139302673
ARO3,YDR035W,0.139737702
YLR422W,YLR422W,0.140020968
YPR097W,YPR097W,0.140287048
SLX8,YER116C,0.140659156
RGI2,YIL057C,0.140788633
NDL1,YLR254C,0.141082558
SLA1,YBL007C,0.141101781
DNA2,YHR164C,0.14150357
YLR407W,YLR407W,0.141580748
SSK1,YLR006C,0.142022598
YIL152W,YIL152W,0.142279189
YIR035C,YIR035C,0.142313954
RIO1,YOR119C,0.142765043
ORM2,YLR350W,0.143387086
REG1,YDR028C,0.143573788
DNL4,YOR005C,0.143843968
NPR1,YNL183C,0.144749768
FMP46,YKR049C,0.144879592
FMN1,YDR236C,0.145351252
YSW1,YBR148W,0.146330092
PEP12,YOR036W,0.14647945
BNA6,YFR047C,0.146912224
YAL026C-A,YAL026C-A,0.147215097
ASP3-3,YLR158C,0.147478526
ATG1,YGL180W,0.148278488
FRE2,YKL220C,0.148375491
GDB1,YPR184W,0.149770984
YBR090C,YBR090C,0.150797113
VHS3,YOR054C,0.151195617
DAP2,YHR028C,0.151256656
TPS3,YMR261C,0.15197389
FOL2,YGR267C,0.151974575
YSR3,YKR053C,0.152330339
NGR1,YBR212W,0.15249168
HMRA1,YCR097W,0.152718993
YDR133C,YDR133C,0.152865823
PAN2,YGL094C,0.15298105
HMS1,YOR032C,0.153387703
NRT1,YOR071C,0.153661767
YOR020W-A,YOR020W-A,0.153995334
SPT6,YGR116W,0.155264175
KCS1,YDR017C,0.155712941
PUS5,YLR165C,0.156336606
KAP95,YLR347C,0.156393071
NCE102,YPR149W,0.156441316
YKL100C,YKL100C,0.15714747
RTS1,YOR014W,0.157495566
YML002W,YML002W,0.157824582
PMS1,YNL082W,0.157853032
JNM1,YMR294W,0.157880296
IGO1,YNL157W,0.15865479
PBN1,YCL052C,0.158734873
EAF7,YNL136W,0.158896692
NUM1,YDR150W,0.158956451
HHF1,YBR009C,0.159321538
TEL2,YGR099W,0.159414421
SCS7,YMR272C,0.159505661
YPP1,YGR198W,0.159898908
BET1,YIL004C,0.159989643
ZEO1,YOL109W,0.16105599
YMR087W,YMR087W,0.16162991
YKR078W,YKR078W,0.161897066
YKR011C,YKR011C,0.1619713
CRZ1,YNL027W,0.161996579
THG1,YGR024C,0.16243425
SEC9,YGR009C,0.162687823
ECM19,YLR390W,0.162941492
UBP9,YER098W,0.164668341
TIP41,YPR040W,0.164992036
RPT6,YGL048C,0.165142168
YML081W,YML081W,0.165558404
PEX27,YOR193W,0.166000796
RSC1,YGR056W,0.166515377
CIN1,YOR349W,0.167220428
KHA1,YJL094C,0.167314473
YDR476C,YDR476C,0.167415169
CUR1,YPR158W,0.167464421
ZAP1,YJL056C,0.168185046
ENA5,YDR038C,0.168495849
CYR1,YJL005W,0.168940132
SKO1,YNL167C,0.169201938
DCR2,YLR361C,0.169219096
MSS11,YMR164C,0.169308446
PDC1,YLR044C,0.169404193
ECM32,YER176W,0.169988914
PRP5,YBR237W,0.170129443
MLS1,YNL117W,0.170497527
PIK1,YNL267W,0.171760566
VIP1,YLR410W,0.171868258
SIT1,YEL065W,0.172148184
ATE1,YGL017W,0.172629982
ERG27,YLR100W,0.172816193
RPB4,YJL140W,0.172939155
YDR262W,YDR262W,0.173118569
CBC2,YPL178W,0.173119635
MDM10,YAL010C,0.173742266
MAC1,YMR021C,0.173863792
FMS1,YMR020W,0.174827769
LYS14,YDR034C,0.175087362
IRC19,YLL033W,0.175262523
BRE4,YDL231C,0.175973681
TFB3,YDR460W,0.176156496
NEJ1,YLR265C,0.176269259
PEX13,YLR191W,0.176490372
YGR117C,YGR117C,0.176601627
ATG20,YDL113C,0.176610807
HAA1,YPR008W,0.176909039
TNA1,YGR260W,0.178110792
PSY3,YLR376C,0.180448876
YNL208W,YNL208W,0.181343571
YPT32,YGL210W,0.181870323
YMR265C,YMR265C,0.181878603
CTI6,YPL181W,0.182489953
IPT1,YDR072C,0.182704967
SCS3,YGL126W,0.18297251
RVS161,YCR009C,0.18317708
YPR196W,YPR196W,0.183758011
PRP21,YJL203W,0.18399442
TCO89,YPL180W,0.184280166
TCA17,YEL048C,0.184471924
RAD52,YML032C,0.18458222
PTP1,YDL230W,0.184918734
COQ9,YLR201C,0.185332724
MRPS28,YDR337W,0.185369231
YLR257W,YLR257W,0.185550841
SMB1,YER029C,0.185961111
YMR310C,YMR310C,0.186273854
FLC2,YAL053W,0.187483555
PMT5,YDL093W,0.187831541
YGR017W,YGR017W,0.188023809
GUT1,YHL032C,0.188115856
ISF1,YMR081C,0.189727583
BCS1,YDR375C,0.190045642
VID28,YIL017C,0.190444126
PET8,YNL003C,0.19052586
PIC2,YER053C,0.191096822
YRM1,YOR172W,0.191212237
YPR091C,YPR091C,0.191986382
MIP1,YOR330C,0.191997872
HHO1,YPL127C,0.192351976
NDT80,YHR124W,0.192822199
ERP6,YGL002W,0.192988068
YMR124W,YMR124W,0.193716268
YAP1,YML007W,0.194624386
STB3,YDR169C,0.194679099
PAA1,YDR071C,0.195021442
AGP1,YCL025C,0.195456378
GLC8,YMR311C,0.195624366
PEX2,YJL210W,0.195742734
YOR121C,YOR121C,0.195804291
PAU7,YAR020C,0.195980731
SMX3,YPR182W,0.196172323
EFR3,YMR212C,0.196302124
YMR178W,YMR178W,0.196327432
HMRA2,YCR096C,0.196875664
YPR158W-A,YPR158W-A,0.197013153
ASM4,YDL088C,0.198837158
NST1,YNL091W,0.199156184
DAP1,YPL170W,0.199778124
COX15,YER141W,0.199814833
URA8,YJR103W,0.200032561
VTC2,YFL004W,0.200099149
RPN11,YFR004W,0.201602414
VPS51,YKR020W,0.201753908
PIN4,YBL051C,0.201830548
PKH2,YOL100W,0.202213234
CIA1,YDR267C,0.202446815
GAL11,YOL051W,0.202673186
GTT1,YIR038C,0.203227374
FAS1,YKL182W,0.203961937
SPP381,YBR152W,0.20407926
GCV1,YDR019C,0.206559519
SEC66,YBR171W,0.20885682
YNL284C-A,YNL284C-A,0.209586053
YLR040C,YLR040C,0.210221162
OAF3,YKR064W,0.211080643
FMP37,FMP37,0.211353306
RPT2,YDL007W,0.211413367
SSY5,YJL156C,0.211721551
HAP5,YOR358W,0.212010695
RAP1,YNL216W,0.212301807
YLR072W,YLR072W,0.213095436
ASK1,YKL052C,0.214552074
GSF2,YML048W,0.214679242
AIM41,YOR215C,0.215602633
COQ4,YDR204W,0.215856322
SHQ1,YIL104C,0.216631947
YER079W,YER079W,0.216771942
GTT2,YLL060C,0.217154644
YEL1,YBL060W,0.21798395
SNF7,YLR025W,0.218061628
ETR1,YBR026C,0.218088085
YIL156W-B,YIL156W-B,0.218142293
PET20,YPL159C,0.218147302
PEP1,YBL017C,0.21848071
TFB4,YPR056W,0.219510965
PRC1,YMR297W,0.220502177
GCY1,YOR120W,0.221020163
YUR1,YJL139C,0.221305071
YDL206W,YDL206W,0.2222558
YGR161W-A,YGR161W-A,0.222447434
RTG1,YOL067C,0.222593455
DFR1,YOR236W,0.222981602
FIT1,YDR534C,0.223818852
GPH1,YPR160W,0.223886085
UBP6,YFR010W,0.224644449
YJR085C,YJR085C,0.224838087
SYN8,YAL014C,0.225099614
SOK2,YMR016C,0.225425505
IRA1,YBR140C,0.225833621
RAD1,YPL022W,0.226271903
SPT2,YER161C,0.226586247
PKP1,YIL042C,0.226732144
YEN1,YER041W,0.2273304
GPI17,YDR434W,0.227358975
MGM1,YOR211C,0.228279031
YBR235W,YBR235W,0.228489064
AAD16,YFL057C,0.229537214
SRP102,YKL154W,0.229588742
SIT4,YDL047W,0.230465028
DAL81,YIR023W,0.230522311
MAG1,YER142C,0.230703556
YIR016W,YIR016W,0.231532428
YPR098C,YPR098C,0.231906815
PUT4,YOR348C,0.232989295
YGR127W,YGR127W,0.233579414
UBP16,YPL072W,0.234055816
YDR186C,YDR186C,0.235774523
CLF1,YLR117C,0.236931001
RTK1,YDL025C,0.239448812
MET22,YOL064C,0.24092443
TPO1,YLL028W,0.241604035
CDC15,YAR019C,0.242436266
SMD1,YGR074W,0.244195684
HSF1,YGL073W,0.244654113
TFA2,YKR062W,0.244860561
RHO5,YNL180C,0.245843205
LEE1,YPL054W,0.246517191
MPD2,YOL088C,0.246763498
TGL3,YMR313C,0.249664555
APM1,YPL259C,0.250333537
CTF8,YHR191C,0.250474524
RCR1,YBR005W,0.25268726
AKR2,YOR034C,0.25270547
CWC27,YPL064C,0.252953205
SLH1,YGR271W,0.252974955
SSK2,YNR031C,0.25408359
TRS23,YDR246W,0.254182092
FLR1,YBR008C,0.255043717
ARC15,YIL062C,0.255447462
SSA1,YAL005C,0.25658851
NMD2,YHR077C,0.257225217
CSL4,YNL232W,0.257384874
SIA1,YOR137C,0.259041138
ULP2,YIL031W,0.259106133
YDR119W-A,YDR119W-A,0.259261151
ADH5,YBR145W,0.259337894
EMC6,YLL014W,0.26034332
IRC6,YFR043C,0.261099879
UBX5,YDR330W,0.261139896
CMP2,YML057W,0.261208398
FLO9,YAL063C,0.261585364
UTR4,YEL038W,0.261874906
YFL032W,YFL032W,0.261939423
ASG1,YIL130W,0.262685063
GDH3,YAL062W,0.263010405
HRQ1,YDR291W,0.263071875
RIM15,YFL033C,0.263234936
RIB1,YBL033C,0.263835409
UBP7,YIL156W,0.264776977
DOS2,YDR068W,0.265170144
CDC53,YDL132W,0.265813411
SCD5,YOR329C,0.265871713
SPF1,YEL031W,0.26627699
SNG1,YGR197C,0.266789737
RPL15B,YMR121C,0.268065309
YPR117W,YPR117W,0.268173395
YDR306C,YDR306C,0.268875937
YMR196W,YMR196W,0.269208232
KNH1,YDL049C,0.269468917
YOR289W,YOR289W,0.269751814
MED7,YOL135C,0.270288837
YJR112W-A,YJR112W-A,0.270507763
UBP13,YBL067C,0.270697478
YER186C,YER186C,0.27127079
ERG1,YGR175C,0.272026419
BNA2,YJR078W,0.272431406
TSC10,YBR265W,0.272785745
YER034W,YER034W,0.273071432
TDH1,YJL052W,0.273444035
SNF5,YBR289W,0.27371338
ATR1,YML116W,0.273940727
YLR278C,YLR278C,0.274194408
IFH1,YLR223C,0.275532876
VMA8,YEL051W,0.276461277
ESP1,YGR098C,0.281174292
UME6,YDR207C,0.281835828
SSQ1,YLR369W,0.281892278
YLL020C,YLL020C,0.282109767
OM45,YIL136W,0.282418959
YOR352W,YOR352W,0.283249037
ATG8,YBL078C,0.283765492
IOC4,YMR044W,0.285133461
ATG9,YDL149W,0.285778526
SMF2,YHR050W,0.285970728
SBP1,YHL034C,0.286567459
SFC1,YJR095W,0.286673323
JHD1,YER051W,0.287951232
TOS3,YGL179C,0.287992238
RSN1,YMR266W,0.288135561
TVP15,YDR100W,0.288649987
COQ3,YOL096C,0.288688887
PHO80,YOL001W,0.289495978
ACA1,YER045C,0.289500488
CDC1,YDR182W,0.289584126
RNY1,YPL123C,0.290872478
SRC1,YML034W,0.291612232
YFR020W,YFR020W,0.292582352
CRD1,YDL142C,0.292693781
HOT1,YMR172W,0.292862253
OM14,YBR230C,0.295580675
SAS5,YOR213C,0.29602197
SPC25,YER018C,0.297827393
YOR343W-A,YOR343W-A,0.298644244
HER1,YOR227W,0.299251031
PCT1,YGR202C,0.299504086
IPP1,YBR011C,0.299578604
RMD8,YFR048W,0.300790279
OAF1,YAL051W,0.301089164
YAP5,YIR018W,0.301794952
PKP2,YGL059W,0.302934293
APP1,YNL094W,0.303332405
ERG28,YER044C,0.303571448
RRI1,YDL216C,0.303919226
KKQ8,YKL168C,0.304071244
ABF2,YMR072W,0.305163748
RGI1,YER067W,0.305534694
YHR113W,YHR113W,0.306536348
TFG1,YGR186W,0.306805005
GSC2,YGR032W,0.308048976
POM33,YLL023C,0.308882216
RLM1,YPL089C,0.309367947
ATH1,YPR026W,0.310315736
ENT4,YLL038C,0.311359849
APA1,YCL050C,0.311821454
PMC1,YGL006W,0.311917061
GPB1,YOR371C,0.31239455
PFA5,YDR459C,0.316350595
EAR1,YMR171C,0.316672733
ASK10,YGR097W,0.317785465
MCM6,YGL201C,0.317952802
CMK1,YFR014C,0.319602541
FLP1,R0010W,0.319744211
HYR1,YIR037W,0.31997263
VAC8,YEL013W,0.320208516
YOR052C,YOR052C,0.321386022
YVC1,YOR087W,0.32138793
NPL4,YBR170C,0.322214706
MYO3,YKL129C,0.322359667
ATG33,YLR356W,0.322567397
RCR2,YDR003W,0.324749829
YHI9,YHR029C,0.326313877
MCM7,YBR202W,0.326627617
WHI2,YOR043W,0.328276083
YML020W,YML020W,0.329445685
FAR7,YFR008W,0.330350288
IMA2,YOL157C,0.330545928
AIM43,AIM43,0.33061755
VPS54,YDR027C,0.332597174
UBC9,YDL064W,0.333382067
TAF1,YGR274C,0.333924955
NIT2,YJL126W,0.333943677
NPP2,YEL016C,0.334738167
RPO21,YDL140C,0.334855978
ATG32,YIL146C,0.335800631
TBS1,YBR150C,0.33609946
TGL1,YKL140W,0.336147757
PEX10,YDR265W,0.336607962
RMR1,YGL250W,0.339617293
YOR228C,YOR228C,0.339675469
COS5,YJR161C,0.340847635
STB6,YKL072W,0.340934869
GIS1,YDR096W,0.34170198
MOT3,YMR070W,0.342841613
YPT53,YNL093W,0.343375113
YML053C,YML053C,0.344192134
COA4,YLR218C,0.345430812
DAD1,YDR016C,0.345587879
ELF1,YKL160W,0.346632371
RAD2,YGR258C,0.354206523
AVT5,YBL089W,0.354366643
PAM1,YDR251W,0.354605523
YKU80,YMR106C,0.354848955
SPS1,YDR523C,0.354869204
BSD2,YBR290W,0.355658765
SLI15,YBR156C,0.357178211
LSP1,YPL004C,0.357254043
SLX4,YLR135W,0.357582497
SPP41,YDR464W,0.357665309
MBF1,YOR298C-A,0.35769626
YHL009W-B,YHL009W-B,0.357847108
BNI1,YNL271C,0.35806194
AMS1,YGL156W,0.360493178
DID2,YKR035W-A,0.360570768
CBP4,YGR174C,0.361145305
VPS33,YLR396C,0.364235745
NUT2,YPR168W,0.36659454
YCP4,YCR004C,0.369545654
GCR2,YNL199C,0.370844609
PRX1,YBL064C,0.371624187
RAD28,YDR030C,0.372133936
YET1,YKL065C,0.372434702
UBX3,YDL091C,0.372698575
NYV1,YLR093C,0.37297224
ELA1,YNL230C,0.37369655
VMA16,YHR026W,0.374445759
GYL1,YMR192W,0.375063973
YKR018C,YKR018C,0.3755134
YNL115C,YNL115C,0.375746997
CUP2,YGL166W,0.376505992
YMR051C,YMR051C,0.378308978
YHR180W,YHR180W,0.379330111
SLX5,YDL013W,0.380570317
YBR012W-A,YBR012W-A,0.383452973
SLG1,YOR008C,0.383510905
MIM1,YOL026C,0.383593657
UGX2,YDL169C,0.383780213
SNT1,YCR033W,0.384313587
PEX28,YHR150W,0.384736573
PDC5,YLR134W,0.38566383
CDD1,YLR245C,0.386899169
RAS2,YNL098C,0.38719876
ECM38,YLR299W,0.387826941
AMA1,YGR225W,0.388595073
YTA6,YPL074W,0.389143651
YGR122W,YGR122W,0.39059827
BNA4,YBL098W,0.390920708
PEP4,YPL154C,0.391339746
GID7,YCL039W,0.39141105
OPY1,YBR129C,0.392702316
PSK1,YAL017W,0.394684568
AIR2,YDL175C,0.395442798
OSW5,OSW5,0.395510187
YHR052W-A,YHR052W-A,0.397564492
YGR164W,YGR164W,0.400263956
TRA1,YHR099W,0.401715397
ATG2,YNL242W,0.402912677
MSN2,YMR037C,0.403785538
SNF11,YDR073W,0.405423481
PGK1,YCR012W,0.406000524
YMR181C,YMR181C,0.406211014
RNR4,YGR180C,0.407231569
YGR011W,YGR011W,0.408821217
TOA1,YOR194C,0.409771902
ZTA1,YBR046C,0.409842347
SPG3,YDR504C,0.410287145
DGR2,YKL121W,0.410403778
YGL193C,YGL193C,0.411457688
NTE1,YML059C,0.412716114
ARA1,YBR149W,0.412807433
SEC22,YLR268W,0.414413896
IMA4,YJL221C,0.414720771
PDR16,YNL231C,0.415090055
LRE1,YCL051W,0.415864385
CDC48,YDL126C,0.416932447
UBR1,YGR184C,0.416933297
PRM9,YAR031W,0.417465654
LAP2,YNL045W,0.418223452
RDS1,YCR106W,0.418995032
AVT4,YNL101W,0.420935202
KRE27,KRE27,0.421421565
CAB5,YDR196C,0.424298426
YJR056C,YJR056C,0.425399831
GLG1,YKR058W,0.426616002
ARC18,YLR370C,0.426776697
CTK2,YJL006C,0.427359304
FLO8,YER109C,0.427501884
SNX41,YDR425W,0.427726924
VTH2,YJL222W,0.428571291
EHD3,YDR036C,0.429167928
SKY1,YMR216C,0.429605067
MBP1,YDL056W,0.43049917
PLB2,YMR006C,0.434479594
ADP1,YCR011C,0.434819722
YLR101C,YLR101C,0.436841487
TRM9,YML014W,0.437533789
UBX6,YJL048C,0.437663053
CDC55,YGL190C,0.439360751
QDR3,YBR043C,0.440448476
HFD1,YMR110C,0.440598132
MHP1,YJL042W,0.440712779
MGT1,YDL200C,0.442744727
DCS1,YLR270W,0.446565874
NMA2,YGR010W,0.451056497
ULA1,YPL003W,0.453006203
SSE2,YBR169C,0.456372789
TPS1,YBR126C,0.457216968
YGR035C,YGR035C,0.457550869
YOL103W-A,YOL103W-A,0.459074919
HXK1,YFR053C,0.459099551
PEX15,YOL044W,0.464805901
MIH1,YMR036C,0.465182618
EMP47,YFL048C,0.465219398
YBR016W,YBR016W,0.465321263
EMI1,YDR512C,0.466379119
YML133C,YML133C,0.468457505
LSM7,YNL147W,0.469745799
NGG1,YDR176W,0.470038608
YLR307C-A,YLR307C-A,0.470507977
HSE1,YHL002W,0.471634626
MSN1,YOL116W,0.472983764
UIP4,YPL186C,0.474356609
PNC1,YGL037C,0.476463051
SAT4,YCR008W,0.477655273
CPS1,YJL172W,0.479627116
SCD6,YPR129W,0.483212544
MSN4,YKL062W,0.483289245
DDP1,YOR163W,0.483291155
RPN4,YDL020C,0.485958813
HSP42,YDR171W,0.485977532
PDC2,YDR081C,0.486110385
YCT1,YLL055W,0.487935193
AZF1,YOR113W,0.48820523
THI3,YDL080C,0.489550481
IGO2,YHR132W-A,0.490268218
PUG1,YER185W,0.490403497
EST2,YLR318W,0.490703063
YMR119W-A,YMR119W-A,0.490804812
GCD14,YJL125C,0.490884534
YPS1,YLR120C,0.494561986
CTR2,YHR175W,0.494967718
SGF73,YGL066W,0.497170051
BRE1,YDL074C,0.499770011
ARP9,YMR033W,0.499850541
BOR1,YNL275W,0.505561982
VPS52,YDR484W,0.505668259
MTH1,YDR277C,0.506162122
RAD16,YBR114W,0.506729673
IRC9,IRC9,0.508910534
DOT6,YER088C,0.509134245
ICL1,YER065C,0.509852064
TOR1,YJR066W,0.509937684
DDR2,YOL052C-A,0.510689539
YGL006W-A,YGL006W-A,0.51262852
YKL151C,YKL151C,0.516701183
DSD1,YGL196W,0.520728898
MRPL6,YHR147C,0.52342999
YGR161C-C,YGR161C-C,0.524168005
UBC5,YDR059C,0.526099879
SPT8,YLR055C,0.528862597
YBR287W,YBR287W,0.536979345
LRG1,YDL240W,0.537039505
AEP3,YPL005W,0.542180608
ROM2,YLR371W,0.542681393
PRE1,YER012W,0.545512435
YJR003C,YJR003C,0.548061313
STF2,YGR008C,0.548262639
GAP1,YKR039W,0.550192809
FRE6,YLL051C,0.554377105
HDA3,YPR179C,0.557677935
CYC8,YBR112C,0.55840215
CHS2,YBR038W,0.560834447
NPC2,YDL046W,0.561128789
YML089C,YML089C,0.56666686
NUD1,YOR373W,0.567897527
BIR1,YJR089W,0.574293997
DFM1,YDR411C,0.576534034
GSY2,YLR258W,0.576679513
YNL144C,YNL144C,0.577292239
YDC1,YPL087W,0.58249648
PTC4,YBR125C,0.583390267
YBR139W,YBR139W,0.588722165
YML040W,YML040W,0.5919345
SSO2,YMR183C,0.592111539
CWC23,YGL128C,0.592518142
RIM101,YHL027W,0.593796616
YPT7,YML001W,0.595137133
YJR008W,YJR008W,0.597151132
DDI1,YER143W,0.600984776
YAP1801,YHR161C,0.601351566
YLR312C,YLR312C,0.606380988
SOM1,YEL059C-A,0.607049537
GAT1,YFL021W,0.610348976
ATG19,YOL082W,0.613492884
MDJ1,YFL016C,0.614381685
YER152C,YER152C,0.615376174
GZF3,YJL110C,0.619568746
IES3,YLR052W,0.619974109
MGA2,YIR033W,0.621852947
PPH21,YDL134C,0.622733549
ACF4,YJR083C,0.622798637
EDE1,YBL047C,0.625133862
HSP78,YDR258C,0.625493816
SSN2,YDR443C,0.625936738
DFG16,YOR030W,0.626049573
SGF29,YCL010C,0.627877428
DAD3,YBR233W-A,0.62829599
KNS1,YLL019C,0.628978127
FOL3,YMR113W,0.630252441
AIM46,YHR199C,0.630533484
ESC1,YMR219W,0.63159088
PKH1,YDR490C,0.632055962
YER137C-A,YER137C-A,0.637524488
YLR290C,YLR290C,0.63925883
SOK1,YDR006C,0.639890384
SEC17,YBL050W,0.640378845
DAN4,YJR151C,0.640793605
YDL133W,YDL133W,0.641291328
YHR130C,YHR130C,0.641437283
YFR017C,YFR017C,0.642045835
YIL166C,YIL166C,0.644769712
TFC1,YBR123C,0.647226438
HIS4,YCL030C,0.648343352
CWC24,YLR323C,0.649726768
PEX14,YGL153W,0.650147771
HUA1,YGR268C,0.651357662
YPR146C,YPR146C,0.651545886
YDR210W-A,YDR210W-A,0.65287766
ADH2,YMR303C,0.65309786
YIR014W,YIR014W,0.656196302
YML116W-A,YML116W-A,0.65640645
GPD1,YDL022W,0.65751751
NAS2,YIL007C,0.657548958
DAL3,YIR032C,0.661242677
SOL1,YNR034W,0.662520272
SAC7,YDR389W,0.665297804
HAC1,YFL031W,0.66540826
YER159C-A,YER159C-A,0.66789069
YIL077C,YIL077C,0.669087654
OPT1,YJL212C,0.670716679
ISR1,YPR106W,0.67242754
CSR2,YPR030W,0.682623803
YMR046C,YMR046C,0.683465531
SPG5,YMR191W,0.683901232
RDS2,YPL133C,0.684833504
YBR255C-A,YBR255C-A,0.688419206
COX16,YJL003W,0.690934314
INO2,YDR123C,0.691760313
MIG3,YER028C,0.692135418
YIL089W,YIL089W,0.694114408
COG5,YNL051W,0.697513358
AIM36,YMR157C,0.697723335
YOR203W,YOR203W,0.701222438
CDC31,YOR257W,0.701893781
YPL038W-A,YPL038W-A,0.705265302
LAC1,YKL008C,0.70824754
MAK3,YPR051W,0.715292626
YEL020C,YEL020C,0.720661003
PIL1,YGR086C,0.725873224
TAF12,YDR145W,0.733772498
YML045W-A,YML045W-A,0.736741888
PTC1,YDL006W,0.737259076
YDR282C,YDR282C,0.739667897
SPT3,YDR392W,0.743562541
PST2,YDR032C,0.750997608
MSI1,YBR195C,0.751153396
YJL113W,YJL113W,0.755006155
BUD2,YKL092C,0.759290107
GRX6,YDL010W,0.761187433
YCL056C,YCL056C,0.765013093
YLR256W-A,YLR256W-A,0.766884777
YLR157C-A,YLR157C-A,0.771890515
LPX1,YOR084W,0.773294611
SKG3,YLR187W,0.775027928
YNL217W,YNL217W,0.775439378
SPT23,YKL020C,0.784955554
YOR186W,YOR186W,0.7861335
TGS1,YPL157W,0.786518903
PXA2,YKL188C,0.797096481
ATG12,YBR217W,0.799405934
SCW11,YGL028C,0.799887387
ATG5,YPL149W,0.800040073
PPM1,YDR435C,0.802106165
ARC19,YKL013C,0.802148676
SDS24,YBR214W,0.807207235
USO1,YDL058W,0.811851938
YNL234W,YNL234W,0.815785325
BDF2,YDL070W,0.816648369
TAX4,YJL083W,0.819889855
PAN1,YIR006C,0.820396466
YOR152C,YOR152C,0.829808625
BLM10,YFL007W,0.831064821
VMA4,YOR332W,0.834617404
PFK26,YIL107C,0.835094559
YBR201C-A,YBR201C-A,0.837567009
KIN82,YCR091W,0.83904305
RAD54,YGL163C,0.839518882
PEX5,YDR244W,0.84085332
NVJ1,YHR195W,0.842608447
YIL059C,YIL059C,0.84321922
YLR352W,YLR352W,0.845441099
MDH2,YOL126C,0.847810668
SCL1,YGL011C,0.851050418
YHR097C,YHR097C,0.851303507
DCS2,YOR173W,0.856025275
